repo_tree,abs_path,rel_path,tracked_status,file_type,size_bytes,sha256_or_flag,git_status,last_modifying_commit,manifest_ref,pin_ref,pointer_ref,contract_ref,manuscript_ref,review_ref,ruling_ref,immutability_ruling_protection,canonical_successor,proposed_disposition,reason,proposed_action,archive_path,verification_status,deputy_ratification_required
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/merged_sources/gsur_rebuild/RURO_GSUR_v2_1_open_decisions_resolution_v1.md,docs/archive/2026-05-25_docs_supersession/merged_sources/gsur_rebuild/RURO_GSUR_v2_1_open_decisions_resolution_v1.md,TRACKED,md,14931,801a11530d2d737086985939fdceb482c38f02d542473ba6bb0063d03a9165d5,clean,1442878fffc812e51ae214d3c576145d29aae88b,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/merged_sources/gsur_rebuild/RURO_GSUR_v2_stageA_implementation_report_v1.md,docs/archive/2026-05-25_docs_supersession/merged_sources/gsur_rebuild/RURO_GSUR_v2_stageA_implementation_report_v1.md,TRACKED,md,13624,1612176936aa8dcf88e0fec613f4681b06a53106373a1290e1f923cdd9f94d06,clean,1442878fffc812e51ae214d3c576145d29aae88b,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_authorization_v1.md,docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_authorization_v1.md,TRACKED,md,14655,8454ddfe69ad0bc202161f6e0cc51ad2686eca9e6deab4dccb0683ff1903ee25,clean,048f365d36c129a16d7544ad4db6742c27363d12,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_command_plan_addendum_v1.md,docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_command_plan_addendum_v1.md,TRACKED,md,7655,3ca0d33f489e12a8a1e051801ac6824a509b793e748cfbb00297f081ba4c0245,clean,048f365d36c129a16d7544ad4db6742c27363d12,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_command_plan_v2.md,docs/archive/2026-05-25_docs_supersession/merged_sources/multi_year_2015_2017_command/JMP_single_year_replication_2015_2017_command_plan_v2.md,TRACKED,md,33763,3b6403ae8dd38bbab5abc22349e0b694d12384aca02338536c9f8d1b46deb1eb,clean,048f365d36c129a16d7544ad4db6742c27363d12,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/superseded_versions/JMP_multi_year_and_cross_validation_strategy_memo_v3.md,docs/archive/2026-05-25_docs_supersession/superseded_versions/JMP_multi_year_and_cross_validation_strategy_memo_v3.md,TRACKED,md,70822,31ff0a43a17efaad1faccfc29b2d4528c2267e956663824434df65cb215e96a0,clean,e24c1ec7862e7509a7d5c0278f14b25c381de436,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v1.md,docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v1.md,TRACKED,md,27807,6a613c4e7abc267c3d2fb457d9435b3c394248b7ea25cdeddf825e2b77d74313,clean,e24c1ec7862e7509a7d5c0278f14b25c381de436,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v2_continuous_enhanced.md,docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v2_continuous_enhanced.md,TRACKED,md,32774,817466da6671ab9d7db4b4d122fd563952e48ae4e71017fd25c8d92821f15fb5,clean,e24c1ec7862e7509a7d5c0278f14b25c381de436,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v3_ruro_occ.md,docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_model_spec_contract_v3_ruro_occ.md,TRACKED,md,34732,62dccfeaed8764cc1716fa4a3321e9c04851a5464937b757d3c9701e83ae9f54,clean,e24c1ec7862e7509a7d5c0278f14b25c381de436,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_spec_redesign_decisions_v1.md,docs/archive/2026-05-25_docs_supersession/superseded_versions/RURO_spec_redesign_decisions_v1.md,TRACKED,md,13378,dd8056660607e739e649a4f7ff3cbbcd9459f72494b81494cfce3414e330273b,clean,e24c1ec7862e7509a7d5c0278f14b25c381de436,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/README.md,docs/archive/2026-05-26_round2_chain_compression/README.md,TRACKED,md,2317,71d5fb3726a04dade9a1e8ddabb7e93cf6663537b398b0ef6246e47388649184,clean,d6ed5e3414d65fda1dcc41805a761db92df40aa4,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/.gitkeep,docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/.gitkeep,TRACKED,(none),0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,clean,d6ed5e3414d65fda1dcc41805a761db92df40aa4,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_implementation_audit_addendum_v1.md,docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_implementation_audit_addendum_v1.md,TRACKED,md,36409,d5382db21f05e3dbca3c6aee54e5f12ddfeb742074641c407616b4405cc3ce7e,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_implementation_audit_v1.md,docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_implementation_audit_v1.md,TRACKED,md,30679,43a7260d819628e21114d4bf8a167e17993dcf6df51b6a74f166f6a8402e3b54,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_remediation_authorization_v1.md,docs/archive/2026-05-26_round2_chain_compression/audit_reaudit_chain/JMP_GSURv2_multi_year_extension_remediation_authorization_v1.md,TRACKED,md,49963,2614bfccdc70e4fa7fadbeaca50d3d73a6cc497c35fe95268836eed2098d80c5,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/.gitkeep,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/.gitkeep,TRACKED,(none),0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,clean,d6ed5e3414d65fda1dcc41805a761db92df40aa4,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_MNL_rebuild_authorization_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_MNL_rebuild_authorization_correction_v1.md,TRACKED,md,6159,4ed36e2216df1252befa95108889840130c5d1eafbeb7a73addc322a1d7df7c4,clean,376478359966c4a47eda2313feae9da5060b7b98,True,False,False,False,False,False,False,,,CANONICAL_CURRENT,Cited by reference corpus as ['manifest']; live mission input.,"None -- current, keep in place.",N/A,N/A,No (no action proposed)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_MNL_rebuild_verdict_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_MNL_rebuild_verdict_correction_v1.md,TRACKED,md,9988,c8180c0994ff6c0626ecc87f30eb0341e6fb1186424dab14fb945838d7969261,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_multi_year_extension_construction_verdict_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_GSURv2_multi_year_extension_construction_verdict_correction_v1.md,TRACKED,md,10252,3be887750b5cd6cfd81abdee065bc0c49776a18fd08ceb6604386071c9c1f9ce,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_design_memo_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_design_memo_correction_v1.md,TRACKED,md,20542,028fc4fe7ec2e5b9345c05c55c8c5b91ae60bd8f562450546ea3f67192a75894,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_design_memo_review_addendum_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_design_memo_review_addendum_v1.md,TRACKED,md,35279,b6219fd261495ab6b3ca010ab225425016c5e429f91c66cab81c0d10f85cfe8c,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_execution_authorization_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_pooled_P3a_estimation_execution_authorization_correction_v1.md,TRACKED,md,12471,77a87b801c36c00f4d335997a473de74a6d0f2b705bbaccd03ad9a1dee4475c9,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_authorization_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_authorization_correction_v1.md,TRACKED,md,4506,f952c529045ca2bc58b20aaf06e0d1f97fc31ba8c3b02797e14c7eee2507e4cb,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_execution_report_correction_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_execution_report_correction_v1.md,TRACKED,md,6724,1839f5e0f6bfab42bf384aa915007a68d2f67c0dfc14072039019f83fb4f685b,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_execution_report_heading_addendum_v1.md,docs/archive/2026-05-26_round2_chain_compression/doc_only_corrections/JMP_stage_M1_P3a_GSURv2_stacking_execution_report_heading_addendum_v1.md,TRACKED,md,9554,0b3f5e3aaab64da37cf3887aff6e6aa2c28731fdf47f5945a58f83721277d14b,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/replaced_by_clean_corrected/.gitkeep,docs/archive/2026-05-26_round2_chain_compression/replaced_by_clean_corrected/.gitkeep,TRACKED,(none),0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,clean,d6ed5e3414d65fda1dcc41805a761db92df40aa4,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/docs/archive/2026-05-26_round2_chain_compression/replaced_by_clean_corrected/JMP_pooled_P3a_estimation_execution_authorization_v1.md,docs/archive/2026-05-26_round2_chain_compression/replaced_by_clean_corrected/JMP_pooled_P3a_estimation_execution_authorization_v1.md,TRACKED,md,43870,0435ce66e8a89d997820ff35737d4d92354b9c4edc037bbac28d81832e5f4fd8,clean,376478359966c4a47eda2313feae9da5060b7b98,False,False,False,False,False,False,False,,,HOLD,"[HK01 v2 / R4 correction, Codex review 2026-08-24 Sec.6 finding 2] Reclassified HISTORICAL_IMMUTABLE_IN_PLACE -> HOLD: relies solely on already resting in an archive/superseded-history path, with no independent pin/manifest/pointer/current-document/ruling support. A resting location is not itself an acceptance record, immutable ruling, or accepted lineage (ruling Sec.4/Sec.5 preamble). Defaulted fail-closed to HOLD pending deputy acceptance review. Original v1 reason: Already resides in an archive/superseded-history path; treated as accepted historical resting place, not re-moved merely because it is superseded (ruling s4).",None -- stays in place.,N/A,N/A,N/A (HOLD)
