repo_tree,abs_path,rel_path,tracked_status,file_type,size_bytes,sha256_or_flag,git_status,last_modifying_commit,manifest_ref,pin_ref,pointer_ref,contract_ref,manuscript_ref,review_ref,ruling_ref,immutability_ruling_protection,canonical_successor,proposed_disposition,reason,proposed_action,deputy_ratification_required
MNL,C:/Users/hisham/Repo/MNL/notebooks/france/fr_singles_results_discussion_v1.ipynb,notebooks/france/fr_singles_results_discussion_v1.ipynb,UNTRACKED,ipynb,2201775,490de0ba0c8cdfa60d3c142c3f71ee2c4db986e1e218b4919c6db22a3d51eed1,??,,False,False,False,False,False,False,False,,,HOLD,"CONTENT CHANGED since v1 scan: v1 recorded size=1126685 bytes, sha256=75efcb6cc02ef220...; current size grew to a live re-hash, sha256 differs. Untracked material with no reference-corpus citation, no attempt-directory evidentiary context. Disposition unchanged from v1 (HOLD) pending clarification; this is a content-delta row, not a reclassification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,UNTRACKED,parquet,445645,ce1bf828146e6234817fdbee6e311996caf12ab22ac495ba40425eb46248ca4c,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_engine_ready_p2a_bpool.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_engine_ready_p2a_bpool.parquet,UNTRACKED,parquet,38099980,13e0473ee6c985a27bc9e079dbeb175d8e0a5ca6edf4b4616a976c000eac462f,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00000.parquet,UNTRACKED,parquet,995484,5a39e67da4345a8f832d27ea2ad0fc5a98c61ca810cd9cb04162da0cbe389da9,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00200.parquet,UNTRACKED,parquet,1008088,13aac85ccaf63aaddb4ef3293bf49873b517f17d786f2504c78121b96d836a34,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00400.parquet,UNTRACKED,parquet,953221,b7d4951d54f6ca00c24d9eb05ded4604d33cddc7f09939057166ec9fe36e7b33,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00600.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00600.parquet,UNTRACKED,parquet,1019298,f858a1a2bec6d45a52311d775b4b61a7ca050ac4648aa663c3fd98b352ebbd70,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00800.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00800.parquet,UNTRACKED,parquet,981200,d71e6b6d093e5c3e63220641659f3752ad799e9691c70e4a12aaca680f92a4cf,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01000.parquet,UNTRACKED,parquet,970552,4e31fce8fc58684371036e190e74fb192e5805501c378316744942a5801cb153,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01200.parquet,UNTRACKED,parquet,970906,6054f286da3269c1e93a8afc90dd2e313885d1a0f5e43150ebc6db05fb6ce2b0,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122609Z_495004_13d56c49f5ff44a0a1d9a6879865d0f6_u6dgates7_U6D_GATES_DONE/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_01400.parquet,UNTRACKED,parquet,780561,c943a58cb49d0b49729bf44f8fffea98cdf6e2cf672ee7942b154dee169c8035,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries a completion marker (U6D_GATES_DONE), but this is live U6-D evidence still awaiting deputy ratification / U6-E independent review. Per the binding ruling (s3.2) a completion marker alone does not make an artifact an ""accepted attempt record""; per this mission's explicit instruction, live U6-D evidence must NEVER be classified HISTORICAL_IMMUTABLE_IN_PLACE merely because pricing/gates for that attempt have stopped. This departs from v1's own precedent for earlier DONE-marked u6d attempts (u6dpilot, u6dgates3) which v1 classified HISTORICAL_IMMUTABLE_IN_PLACE -- flagged as a governance gap in the delta summary. No reference-corpus citation found. HOLD pending deputy disposition of the whole U6-D evidence chain.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122759Z_187812_f5eadba1c66643a9bd5741051150fc42_u6dladder4x_U6D_LADDER_PRICED/u6d_ladder_v1.json,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T122759Z_187812_f5eadba1c66643a9bd5741051150fc42_u6dladder4x_U6D_LADDER_PRICED/u6d_ladder_v1.json,UNTRACKED,json,42554,339dd7e39b79eff85dc921355a7dd0dba818ecce2aa753d15c4e4550a8d82bca,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory carries a PRICED marker, which v1's own methodology does not recognise as an accepted/aborted status marker (same treatment v1 gave u6dladder_U6D_LADDER_PRICED). Not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/u6d_gates_v1.json,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/u6d_gates_v1.json,UNTRACKED,json,296116,1777156473798423f330bfcbb282df8c1e1a0a28ce138dc11a4d4a8da7040357,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_engine_ready_p2a_bpool.parquet,UNTRACKED,parquet,21227125,a3c63c45edd9ce208747b7eca5ec625e948507c0980d56f93ded40d7b904beff,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00000.parquet,UNTRACKED,parquet,566230,2e8976aacfe1a00b6bf3bd68f129a9831d307cb58c9a273532972646c8fd3918,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00200.parquet,UNTRACKED,parquet,574066,f026a65b04a64364badeb688a0feef109b3a585c69fec387517411ad86379f5d,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00400.parquet,UNTRACKED,parquet,546576,5f3506afee693a96c69b81961d19f15e1b6b6e2c5a6f7c2cd9d28cebccb6aea6,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00600.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00600.parquet,UNTRACKED,parquet,577870,2722023948abcc8e069855773c33c062cf7bb91635ab3765875f05dfbdba0ce4,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00800.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_00800.parquet,UNTRACKED,parquet,557627,134f4dc4b5e0d1dc1e6e3bb1f6b518f69c5eeff867bde9d5a5e081192dee7afa,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01000.parquet,UNTRACKED,parquet,553873,b1ff76a60fc56499ba78058fdd0cd4dbbd963e28bf29e2d864b8cb4a317f4bc0,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01200.parquet,UNTRACKED,parquet,555886,f698f6e08db15094665d86b7e3b81429cecb575cb852c8a878bed2c437d49315,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_101/fr_singles_pricing_p2a/priced_01400.parquet,UNTRACKED,parquet,445645,ce1bf828146e6234817fdbee6e311996caf12ab22ac495ba40425eb46248ca4c,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_engine_ready_p2a_bpool.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_engine_ready_p2a_bpool.parquet,UNTRACKED,parquet,38099980,13e0473ee6c985a27bc9e079dbeb175d8e0a5ca6edf4b4616a976c000eac462f,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00000.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00000.parquet,UNTRACKED,parquet,995484,5a39e67da4345a8f832d27ea2ad0fc5a98c61ca810cd9cb04162da0cbe389da9,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00200.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00200.parquet,UNTRACKED,parquet,1008088,13aac85ccaf63aaddb4ef3293bf49873b517f17d786f2504c78121b96d836a34,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
MNL,C:/Users/hisham/Repo/MNL/outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00400.parquet,outputs/p2a_singles2016/region_live_v1/welfare_m08_v1/attempts/20260824T123755Z_720216_add80b8175e947ddb271a65b41ea0d72_u6dgates4x_STOPPED_ERROR/basis_build/notebook_dev_201/fr_singles_pricing_p2a/priced_00400.parquet,UNTRACKED,parquet,953221,b7d4951d54f6ca00c24d9eb05ded4604d33cddc7f09939057166ec9fe36e7b33,??,,False,False,False,False,False,False,False,,,HOLD,"Attempt directory name carries an aborted/incomplete-run marker (STOPPED_ERROR); not accepted, not cited by reference corpus. Live U6-D evidence, still awaiting deputy ratification.",None pending clarification.,N/A (HOLD)
